employeeID;industry;company;score;like;dislike
673;Consulting;Accenture;4.0;Goodies , infra;Accenture as company is great place to work ,it the project which may crew up things sometimes.
674;Consulting;Accenture;4.0;Benefits are good. Job security is there. Overall good company tobwork for;Shift timings and hours.
675;Consulting;Accenture;4.0;Not much load. Good work life balance.;Less career growth
676;Consulting;Accenture;4.0;Accenture helps in exploring different area of our interests in learning.;My onboarding experience left me bad impression as I didn't have the proper communication channel.. Some kind of job security I didn't see...
677;Consulting;Accenture;5.0;Awsome company.proper management.work hard .they will give 100%;Night shift quite dislike
678;Consulting;Accenture;2.0;Compensation and benefits and company culture;Work security, work timing which is 10 hours, upselling upto which is not inform me at the time of hiring.
679;Consulting;Accenture;4.0;Work Culture, Job Security;Lower Pay
680;Consulting;Accenture;4.0;Policies and work culture;Hikes are not that much good
681;Consulting;Accenture;4.0;Good company for learning and growth.;Work pressure
682;Consulting;Accenture;4.0;Cab pickup service is good. Teammates became buddies;Lot of politics favouritsm. Salary good but less hike. No learning new things and skills.
683;Consulting;Accenture;5.0;Great learning opportunities;Dirty politics at uper management level
684;Consulting;Accenture;5.0;Accenture is best place to work. Management and work culture is nice;Nothing
685;Consulting;Accenture;2.0;It will cheat about of settlement and experience letter;It will cheat about of settlement and experience letter
686;Consulting;Accenture;5.0;Skill development;Salary
687;Consulting;Accenture;3.0;Only the fixed ctc;No growth, partiality and no place to give your opinion against your supervisor in the team where I worked.
688;Consulting;Accenture;1.0;Its a big firm.;Work-life balance - You won't have a life after joining Accenture. Long Shift hours - At least 14 hours every day throughout the year. You will only grow if you have the network, apart from that you cannot matter how much talent you have
689;Consulting;Accenture;1.0;The pay is good at least in Strategy & Consulting where I belong;Is a highly political and bureaucratic organization. Multiple layers and a long chain of command has made the company monolithic and less nimble. Performance management is not objective and after the new PA process, there is no objectivity or 360 degree feedback. Also very low work life balance and no scope for growth
690;Consulting;Accenture;5.0;Work Culture;Business Processes
691;Consulting;Accenture;1.0;Very bad this time..they are firing the employees like anything...without any reason just because company is at loss...they are giving wage n completely wrong performance feedback to the employees and poor employees are suffering due tot his;Bad bad politics and games that management play with the employees
692;Consulting;Accenture;5.0;The company is open to innovation and readily adopts latest technology. I love the fact that I am a part of a team that markets reliable, high quality products and has a global client base.;Compensation is decent, but growth is slow. The work pressure is very high. Sometimes, I have to work 14-18 hours straight in a day as I have to at end client calls in the evening and sometimes late into the night. Managers do not value an indivi
693;Consulting;Accenture;2.0;Nothing;I was completing my targets for working 10-12 hrs during lock down period from home still i was asked to resigned by giving the reason performance not satisfactory.I received star of the month award twice,so i think there is no job security.Work load was too much always have work underpressure.
694;Consulting;Accenture;5.0;Work Culture, Accenture policies.;Performance cycle
695;Consulting;Accenture;4.0;Opportunities to learn latest Technologies and get project to do hands-on;Performance review process it not good. Need to develop a good process which helps to find out the bottom performer.
696;Consulting;Accenture;4.0;That was good experience at working in Accenture , Teammates are supportive and friendly .;There is very low appraisals and salary hike . Career growth is very slow in Accenture.
697;Consulting;Accenture;1.0;One of the worst wing of Accenture with no good work or Project of their own. They only loan resources to atci at a higher rate. Work quality is having no relevance with consulting;Work culture and quality of work
698;Consulting;Accenture;4.0;Has more learning and growth opportunities;No work life balance
699;Consulting;Accenture;1.0;I was hired to development in Java .. but they have pushed in me security support project .. and not realising . Give mental pressure too much.. plzz help me out 😣😣🙏;They put resources forcefully in any projects ,they want
700;Consulting;Accenture;5.0;The company is open to innovation and readily adopts latest technology.l love the fact that l am a part of a team that markets reliable,high-quality products and has a global client base.As a result, l get to travel abroad,especially to the US and Canada, but on-site travel is completely dependent on your project and completely depen;Compensation is decent,but growth is slow.The work pressure is very high. Sometimes, I have to l have to work 14-18 hours straight in a day as l have to attend client call in the evening and sometimes late into the night. Managers do not value an individuals unique strength s, which is why I have to take back my suggestion most of
701;Consulting;Accenture;5.0;Best company with better work opportunities;Sometimes you don't get what you deserve
702;Consulting;Accenture;5.0;excellent work culture with carrer growth and work life balance 🙂;HR policies needs to be re considered
703;Consulting;Accenture;5.0;Work life balance, Management, Job Security,l;Compensation
704;Consulting;Accenture;1.0;Nothing.;Payscale is poor. Too high variable pay component.
705;Consulting;Accenture;4.0;Good work environment and culture.teammates are supportive and the management is transparent.there is a huge cafeteria and gaming arcade for chiling;There is a lot of politics and the management doesn't address our issues
706;Consulting;Accenture;5.0;Working at Accenture has broadened my mind on various networking techniques.;Long working hours.
707;Consulting;Accenture;2.0;It is purely manager oriented company ,to whom they want to support they will give their support and there is no way to complaint or give our feedback about supoeriors and HRs also support managers words.;Just come work for1 or 2 years dnt thing to stay more years .
708;Consulting;Accenture;2.0;Company's policies were good but no one respect, racism favouritism.. management run their own policies;Management
709;Consulting;Accenture;4.0;Job security, good wfh support,gift cards and bonuses;Appraisal is not based on our work but is based on market standards
710;Consulting;Accenture;4.0;Good Pay scale and brand value;No Work Life balance
711;Consulting;Accenture;1.0;No job security. No work culture. No compensation benefits. No satisfaction at work place;Overall growth is not possible if we work for Accenture
712;Consulting;Accenture;5.0;Accenture will give opportunity to learn and grow continuously;Very less hike in month of December, but they are trying to revert the benefits to employ as part mid Hicks
713;Consulting;Accenture;4.0;Accenture treated employees very well. Even projects ram down, but no job cut happen in my project.;Promotion opportunity is little tough.
714;Consulting;Accenture;5.0;Employee friendly, work life balance;Remuneration, Hikes
715;Consulting;Accenture;5.0;work culture, safety measures for women employees;You get to do a lot of trainings , they offer free vouchers for taking up sources.
716;Consulting;Accenture;3.0;Ample of Opportunity to learn;No work life balance and very low pay
717;Consulting;Accenture;3.0;Work culture;Team politics for their community people
718;Consulting;Accenture;4.0;Good work environment and culture;There is a lot of politics and the management doesn't address our issues.Salary is decent but career growth is slow
719;Consulting;Accenture;5.0;Career growth, culture,Job security's,work facilities;Nothing
720;Consulting;Accenture;4.0;Work culture is good. Training initiatives. Certification drives.;Company should look at the existing personnel who are delivering the project in extreme condition however not at all being recognized. Kindly look in to this.
721;Consulting;Accenture;4.0;Work life balance;Career growth is moderate
722;Consulting;Accenture;4.0;Work culture is good policies and job security;Shifts
723;Consulting;Accenture;3.0;Company policies, learning;job security, appraisal
724;Consulting;Accenture;1.0;Forget about helping me, the company forced me to put down my resignation paper, and i was kicked out of the company the next day during pandemic time september month 2020;Politics everywhere
725;Consulting;Accenture;5.0;They don't fired the employees even they don't know about the process and also they give multiple chances for an employee to understand and grow;Holidays
726;Consulting;Accenture;5.0;Good company with good work culture and can get an opportunity to work on multiple skills.;Compensation is not satisfactory as it will be very less sometimes.
727;Consulting;Accenture;5.0;Happy to be a part of Accenture... My team is awesome and the management is so very good and transparent.... Company policies are very good and company had given the promotions, hikes and appraisals even in this Covid -19 period.... sooo happy and proud to be a part of Accenture.;Nothing much I haven’t noticed anything negative about working at Accenture... There are some politics going on now and then.... Salary and hikes are so good but career level growth is slow.
728;Consulting;Accenture;4.0;Work culture, management and good interactive people around and there are good company policies;There are no dislikes at Accenture for me
729;Consulting;Accenture;1.0;Nothing;Everything. There is no work life balance. One has to slog 15 hours a day to get ahead in one's career and then too it depends on your reporting manager if you get promoted or not. Not at all a good recommend.
730;Consulting;Accenture;5.0;Compensation structures;Work life balance
731;Consulting;Accenture;1.0;I have applied many job but still not received any call from Accenture, if they are not interested to call who is sinerialy apply this , why they given job vacancy in noukari and linkdin and all job seekers site, simply they are making fool.;Same as above,
732;Consulting;Accenture;2.0;If we are working hard and your manager is good to you then you can grow quickly;Can't describe
733;Consulting;Accenture;1.0;WFH option is the only good decision taken in action.;They cut our income and bonus as well as shift Allowances
734;Consulting;Accenture;5.0;Learning is always available in Accenture and you got enough opportunity to prove yourself.;Need fleclxibility in transport.
735;Consulting;Accenture;5.0;Job security, work culture, helping people;Nothing everything is perfect in accenture.
736;Consulting;Accenture;5.0;Very good opportunities;Nothing
737;Consulting;Accenture;5.0;company policies;work life balance
738;Consulting;Accenture;2.0;Only reimbursement policies are good;No career growth if you join at level 13 in accounts executive OTC PT0 R2R
739;Consulting;Accenture;3.0;The company is adopting new technology and moving fast with the current market demand;Job security , management , work environment .
740;Consulting;Accenture;5.0;Work life balanced;Compensation and learning
741;Consulting;Accenture;3.0;Team support and few good policies.;In covid situation as we are all working from home but not a single support such as WiFi, power or not even chairs and tables were provided as support .although it’s the individual persons zeal to support the company we managed our own expenses of power, infrastructure and seamless WiFi to support the client.
742;Consulting;Accenture;4.0;Good learning experience. Lot of perks.;Sometimes work is too hectic and long working hours.
743;Consulting;Accenture;4.0;Awesome Culture. Friendly Managers.;Salary is less as compared to peers
744;Consulting;Accenture;1.0;Worst company of all with zero job security ans satisfaction;Everything
745;Consulting;Accenture;5.0;Work culture;Salary of the existing employees is less than the new joining experience employees.
746;Consulting;Accenture;4.0;Great people, great work culture, timely payment;Nothing
747;Consulting;Accenture;5.0;Company policies, good learning.;Work Life Balance, Salary
748;Consulting;Accenture;4.0;This is my first job from which i have started my career from accenture it's great start from my end and i have learnt many new things in this company there is good to have supportive persons.i have enjoyed every single moment while working in accenture.;There is nothing to say dislike
749;Consulting;Accenture;5.0;Good work environment which provides a new learning every day.;Nothing
750;Consulting;Accenture;5.0;Work life balance. Work environment and core value..;Career growth is slow and salary hike very not happened
751;Consulting;Accenture;4.0;Work life balance;EXPECTING TO IMPROVE IMMEDIATE SUPERVISOR SKILLS
752;Consulting;Accenture;4.0;Not much work environment;Job security
753;Consulting;Accenture;3.0;Company policies are good and they give good salary, hike and bonus everyday.;You will not get the work in the field in which you are interested, they themselves will assign you in the particular field and you have to be get trained in that field only, no option left for you. There was no unity in my project team, I don't know about others but mine was worse.
754;Consulting;Accenture;5.0;Job security is good;Nothing
755;Consulting;Accenture;3.0;Good learning and compensations;Shift timings and no work satisfaction
756;Consulting;Accenture;4.0;Job security;Too much work @ times
757;Consulting;Accenture;5.0;Safely environment and culture.there is a huge and spacious cafeteria ,gym,and gaming arcade for chilling ..;No hike and growth level ,there is bond of 1 1/2 yrs before which you cannot resign ...management doesnot address our issues
758;Consulting;Accenture;1.0;Zero support from management HR Just forse to performance Improvement planning kickout to company, Zero Job security in pendamentic situation. Manager are lier. HR is blindly trust on manager.;Offensive language use by every time by manager thet had core value but never following. Manager writting to associate and asked you you are PWD employees please explain what is your...... Sorry to ask. Manager know very well thas was wrong things asked.
759;Consulting;Accenture;1.0;Did not like anything one of the worst companies to work, please avoid as much as possible;PCS team sucks. Internal politics at the best. Please don’t accept pcs team. My life is spoilt because of pcs team. I was part of pcs shared team
760;Consulting;Accenture;5.0;It's really a very great oppurtunity to work at Accenture. To me it is the best place to join a as a fresher and it provides many oppurtunities to grow professionally.;Nothing
761;Consulting;Accenture;1.0;Safety during Covid times;No work life balance, too client oriented, employees slog for 12-13 hrs
762;Consulting;Accenture;4.0;Culture, work life balance, facilities, etc;Limited growth designation wise. Very tall hierarchy, mostly hire one level below
763;Consulting;Accenture;3.0;Better facilities, good infrastructure and supportive work-environment if landed in the right project.;Every thing depends upon the project assigned. Office politics, red tape and inability to develop skills if you get the wrong project.
764;Consulting;Accenture;4.0;Good work environment & culture. Teammates are supportive & the management is transparent. There is a good cafeteria and gaming arcade for chilling.;Repeatedly changing the process. They were not taking on payroll & they still make on third party. Salary was low and growth rate was also slow.
765;Consulting;Accenture;4.0;Good work environment and culture;Salary is decent but career growth is slow.
766;Consulting;Accenture;2.0;I would not recommend any TA jobs in Accenture , as a technology consultant it's a good company to work with but as a HR it's a worst company;HR culture , which is based on relationship alone , no performance are measured , I have seen top performers being put on IP
767;Consulting;Accenture;4.0;Skill Development;Compensation and Benefits
768;Consulting;Accenture;1.0;Nothing;Employees are treated like puppets.. too much micromanagement and no work life balance. No shift allowance. No holidays even though it's national holiday. Completely client specific and not at all thinks about employees
769;Consulting;Accenture;5.0;Nice company and work life balance is also good. Work is awsome.;Till now nothing
770;Consulting;Accenture;4.0;Good environment and I feel so happy to work here ..;I don't think anything negative here ..
771;Consulting;Accenture;1.0;5-10yrs ago it was good company when CEO was Pierre Nanterm now it is like most political company playing with employee's future.;Management is not fighting for right candidate. They want to save their position. All SM to be replaced.
772;Consulting;Accenture;4.0;Job security;Promotion cycle
773;Consulting;Accenture;4.0;Company policy and growth of employee;Compensation and the project managment
774;Consulting;Accenture;5.0;Work culture, focus and support to LGBTQ community;Nothing
775;Consulting;Accenture;3.0;You can learn alot.;Management at lower level sucks.
776;Consulting;Accenture;5.0;About it's work culture and the job sepu;None
777;Consulting;Accenture;5.0;Work Culture, Compensation, Yearly Hike;HR Management
778;Consulting;Accenture;2.0;Provide for a job security is very good;Salary increment is very low but job life is some freedom & good environment create for high management.
779;Consulting;Accenture;5.0;Technology exposure, compensation benefits;Nothing.
780;Consulting;Accenture;5.0;Work culture and leads are very friendly.;Nothing
781;Consulting;Accenture;3.0;The culture, job security and all the covid related measures taken were good until I decided to quit to pursue further education.;The period I worked at Accenture was good but when I quit I felt Accenture has mistreated me with regard to payment. I had plans to pursue my further education at IIM this year but due to the lockdown the results were announced due to which I couldn't serve my notice period.. which resulted in huge compensation I needed to pay for e
782;Consulting;Accenture;5.0;Job security, amending company policies which help employees;Nothing from my end
783;Consulting;Accenture;5.0;Time to time promotion and no salary issue in any situation;Work extension
784;Consulting;Accenture;5.0;It’s nice work culture. Growth is great in carrier as well financial view.;Workload is high
785;Consulting;Accenture;4.0;Good place to work;Policies and fixed tenure for promotions
786;Consulting;Accenture;5.0;everything .. I love it.;For people who stay in the company salary hikes are not that great. For great hikes we have to leave
787;Consulting;Accenture;3.0;Open culture, if you are good management will give freehand.;Promotion policy
788;Consulting;Accenture;5.0;Work culture, learning opportunities and team;Actual in hand salary and CTC differs a lot
789;Consulting;Accenture;1.0;Security and timely salary;For contractors desktop support in Accenture is like Hell
790;Consulting;Accenture;2.0;Management always shows as partiality between the employees;Partiality between employees
791;Consulting;Accenture;5.0;Yes. Because job security, culture is good;No. Accenture is good
792;Consulting;Accenture;3.0;Work Culture is Good as per the company: but it really depends on type of project you are in Management is again some of the projects are worst, or more like most of them when i was associated with them are worst. Policies are great: but lot of loopholes to uphold the policies in place.;Project Politics
793;Consulting;Accenture;5.0;The best thing about Accenture is that we are not overloaded with work. Moreover extra curricular activities refresh us time to time.;Slow growth considering promotions and salary.
794;Consulting;Accenture;4.0;Work life balance and good tech stack compared to others;Hikes
795;Consulting;Accenture;4.0;The learning and remuneration.;Work Life balance
796;Consulting;Accenture;5.0;Nice policies, compensation and work environment.;Versatile Roles are not easily available.
797;Consulting;Accenture;1.0;Lot of politics inside and they don't allow you to grow and dumped with unwanted reports and other adhoc works even for a Team lead..women abuse..and if we complain to HR, management and HR throw us out by threatening if we don't resign ourselves they will terminate...very poor team;Lot of politics inside and they don't allow you to grow and dumped with unwanted reports and other adhoc works even for a team leader..women abuse and if we complain to HR, management and HR throw us out by threatening if we don't resign ourselves they will terminate... very poor team
798;Consulting;Accenture;5.0;Accenture is a fantastic company to work. During covid it's helping their employee to balance everything.;Accenture has no points of disliking.
799;Consulting;Accenture;4.0;work culture, company policies;management
800;Consulting;Accenture;5.0;Awesome company and very high standards;Nothing as per now cos Accenture is best
801;Consulting;Accenture;5.0;Company work culture;Delayed hike and promotions
802;Consulting;Accenture;4.0;Work Life Balence, Training provided is very good .;Technical learning is project is limited.
803;Consulting;Accenture;5.0;They are paying us without any work...greatful to be a part of Accenture...our process could not be run from home...so they are to trying to redeploy...;Due to recession many of us loosing our job...many of the processes got ramp down....Apart from it is best place for work u will learn here..work culture is awesome..crowd is also classy ..not all but yes..u will enjoy the work ... party n all..I have been working past 1 year ...best place ... lovely memories.. joined as a fresher they treat and pampered like a kid...🤗🤗🤗 Happy
804;Consulting;Accenture;4.0;Professionalism.. and many employee benefits;Top level management
805;Consulting;Accenture;5.0;I learning lots of things, ex how to handle a team and fast decision making, etc.;Nothing
806;Consulting;Accenture;4.0;Good amount of work are there and it will give you a chance to explore yourself.;Due to WFH i think work life balance is quite tuff where you will need to deceide the priority.
807;Consulting;Accenture;5.0;Good working environment. Would love to work once again if get a chance.;Some managers are very good and some are not. Which company has to find out to resolve.
808;Consulting;Accenture;5.0;Work culture;Less personal time is given
809;Consulting;Accenture;4.0;One of the finest companies I hav ever worked with;Internal politics. Statewise favorism
810;Consulting;Accenture;5.0;Excellent work environment. Team bonding.;Work load.
811;Consulting;Accenture;1.0;After getting interviewed for many rounds, You will surely get shocked by looking at the compensation plan.;HR management was very rude. I found no reason to work here.
812;Consulting;Accenture;4.0;Good policies and work life balance with average hikes;not much so far everything is good
813;Consulting;Accenture;5.0;Good work environment and culture.;Management doesn't address our issues.
814;Consulting;Accenture;5.0;Get hands on many stuffs at a time;More power are in hands of manager / supervisor
815;Consulting;Accenture;4.0;Learning opportunities and compensation;Not as such
816;Consulting;Accenture;3.0;Learning is good, if in good projects you can learn things;Manager do politics, worst if you are performing good also you will not get anythin
817;Consulting;Accenture;1.0;Job security nill.;They don't care about employees. They don't have projects and later will blame you only for not getting a project. Will not suggest this company anymore as during covid it has lost its credibility
818;Consulting;Accenture;5.0;Love the work culture, company policies etc. Overall I found good company in every aspect.;Concept of pip for those who are not working seriously.
819;Consulting;Accenture;5.0;Working experience is good and cooperative team;Salary is under paid
820;Consulting;Accenture;4.0;Job Security;No work life balance
821;Consulting;Accenture;4.0;Working at Accenture is good if you're lucky enough to get into the good projects. If you're into the fresh project or any projects which is having good management then it's the place for you to work for..;Everything is good when it comes to Accenture, however there are some BPO projects where the management is not at all good and you'll feel exhausted in work.
822;Consulting;Accenture;5.0;Added benefits for women employees, flexibility in work culture;Compensation can still be better
823;Consulting;Accenture;4.0;Work life balance;Too much work pressure
824;Consulting;Accenture;5.0;Great place to work with latest technologies.;Sometimes you may get work overload .
825;Consulting;Accenture;3.0;Yes iam really intersting do the work;Accenture company is good environment and good growth are development in IT sector.
826;Consulting;Accenture;4.0;Company's focus on learning and development;Should revamped their salary structure for existing employees
827;Consulting;Accenture;4.0;This is a very good organization to work on and one of the best working environment in the world.;Work politics ppppppppppp
828;Consulting;Accenture;4.0;I am satisfied with working here as I don't have much constraints and deadlines always and not that much pressure;Salary and benefits can be increased much to encourage employees
829;Consulting;Accenture;1.0;There is not much to like. The management is worst, managers feet kissers gets all the opportunities to grow in career. The worst manager is Anil sahni, does favourtism, biased attitude,lacks woks ethics. People like him are ruining accenture's name.;High politics, HR 's are puppets of the operations managers, very bad place to work.
830;Consulting;Accenture;5.0;Almost everything.. Accenture is such a company that gives you everything one want in life.;Dislike is not in decorations on festive activities. Floor decoration is almost not allowed.
831;Consulting;Accenture;4.0;It's good atmosphere;Nothing
832;Consulting;Accenture;5.0;The option to work from home;Culture should be improved
833;Consulting;Accenture;4.0;Diversity, positive environment, opportunity to learn;Politics on management level.
834;Consulting;Accenture;4.0;I was happy working with them had a good work culture.;No dislike as such.
835;Consulting;Accenture;4.0;Its a good company and the trainings are Verygood;Too much micro management
836;Consulting;Accenture;5.0;Leadership;I don't think there is an negative feedback for the company Accenture
837;Consulting;Accenture;5.0;Amazing work place....a perfect organisation to work with🎉;No reason to dislike an organisation like Accenture...
838;Consulting;Accenture;1.0;Manager is sick and don’t respect employees;Not a place to work
839;Consulting;Accenture;5.0;Learning opportunities;Nowadays it's difficult to balance work life
840;Consulting;Accenture;4.0;CFM SENIOR ANALYST # WFH policy and work life integration is what they always maintain.. Even before COVID 19 also we were doing WFH as and when required. # Job Security is the thing which you don’t need to worry about # Work environment is superb, no one will bother you, be it Senior Manager or anyone, they won’t get into your jo;# Variable Pay : I must say this is Accenture’s worst policy of fooling employees by putting 15% variable of your CTC and most of the time not even paying half of it. # Promotions : Promotion are bit delayed and takes long time
841;Consulting;Accenture;2.0;There are very good learning opportunities and trainings.;Every year Accenture fires many employees which is behind the curtains. There is no job security at all.
842;Consulting;Accenture;5.0;Everything is good at Accenture. One of the best companies to work with.;People are randomly put into any training section and their career start is blocked with it.
843;Consulting;Accenture;4.0;you need to keep learning and company is providing great opp for the same;Work-life balance is a challenge some time.
844;Consulting;Accenture;4.0;To girls, it's 100%safe N secure even for night shifts;Disappointed with work from home rules.. They didn't care abt employees effort..
845;Consulting;Accenture;5.0;Employee management, Work culture;Nothing :)
846;Consulting;Accenture;1.0;I'm not working there. I tried they scheduled interview for quality analyst but interviewed for bus transport analyst. Also they called me by 9pm for the interview. Total contradictory, waste of time better try some other good company.;Everything is dislike only. Getting job is not a matter. Dear HR's you people need to grow up. Pls take it from me choose the correct person for the correct role. Don't waste our time.
847;Consulting;Accenture;1.0;Things what you need you won't get it. Things that they required you compensate it;Compensation is like they feel paying from pocket. CEO Julie don't no many things about Indian Accenture.
848;Consulting;Accenture;4.0;We have job security, work culture and management is great, good colleagues;Everything
849;Consulting;Accenture;3.0;As a service base company accenture uss too good;Working hours. Unnecessary training.
850;Consulting;Accenture;4.0;good working atmosphere;nothing as such ...
851;Consulting;Accenture;5.0;Nice learning opportunities. Good hikes. Very good projects.;Hectic work hours
852;Consulting;Accenture;3.0;Work pressure is low and work culture is quite good;Growth is very slow
853;Consulting;Accenture;3.0;Job security, Comfort are the only 2 things here which I like.;In terms of learning I would not recommend this company to anyone.
854;Consulting;Accenture;5.0;Career growth;Fireing people's based on company policy
855;Consulting;Accenture;5.0;Work life balance, management is good.;Only thing bad is too many managers. More focused on management than technical people.
856;Consulting;Accenture;5.0;Pay scale and employee friendly;Long working hours
857;Consulting;Accenture;2.0;Policies which are supposed to be beneficial to the Employees.;Policies exploited by the project managers to give any kind of review they want to fire the employees they do not get along with. No job security especially in the time of crisis. No proper bench management, HR asking you to resign at the earliest.
858;Consulting;Accenture;5.0;Work culture is very good. Company policies is awesome;Little work pressure is there but otherwise its too good
859;Consulting;Accenture;3.0;Good work environment;Very less ,non transparent hike process.The compensation is less for an employee who started career with Accenture.
860;Consulting;Accenture;5.0;The work life balance;Just started my journey exploring things. Nothing as scope of improvement at this moment
861;Consulting;Accenture;4.0;Depends on your team,;Politics in appraisals and variable pay distributions.
862;Consulting;Accenture;4.0;They credit salary;Everything
863;Consulting;Accenture;5.0;Get chance to learn new skill.. Just you need to have interest to learn.;pay
864;Consulting;Accenture;5.0;overall the organisation is very good place to work in india.;none dislikes from accenture it is wonderfull place to work.
865;Consulting;Accenture;5.0;work culture is good and everyone is really helpful;nothing
866;Consulting;Accenture;5.0;Good place to work and get more opportunities;Not much dislike
867;Consulting;Accenture;2.0;Learning opportunities are great at Accenture. There are several videos and courses to opt for and enhance your knowledge.;Work life balance is pathetic at Accenture, believe me it's seriously PATHETIC. Also, there is work exploitation as well and no value for employees. You will be treated like a labour, just sit and work continuesly for hours and hours even many a times they ask to extend the shift and work.
868;Consulting;Accenture;5.0;Good work environment and culture. Company policy and facilities are good. They give good salary hike. And i would like to rejoin in Accenture.;There is a lot of politics in management level.
869;Consulting;Accenture;5.0;Good work environment and culture teammates are supported and the management is transparent;There is a lot of politics and the management doesn't address our issues salary is decent but career growth is slow
870;Consulting;Accenture;4.0;Work life balance, company policies;Salary, learning is less
871;Consulting;Accenture;1.0;My friend work their to many years should I heard about the company atmosphere.. Environment good supportive system would be working together and achieve the goals and too many knowledge about their field.. So I have also to work the company to enhance myself to better person and advisor also it's my aspects.. Fully protection sefty;I didn't have any work experience but I heard about the when training was gone we didn't resigns
872;Consulting;Accenture;5.0;It uses the best practices to get the work done from employees;Everyone has to follow the same process for growth even if someone is way better than his/her current career level
873;Consulting;Accenture;4.0;Skill development and learning, work environment;Hike
874;Consulting;Accenture;3.0;Supportive people j;Working hours are too long i think they should reduce it Asking to come to office in this pandemic
875;Consulting;Accenture;5.0;More opertunities best job security supb work culture ya some internal politics u can see clearly 😂;They won't promote to next level less promotions opertunities
876;Consulting;Accenture;5.0;Good work environment and culture. Several opportunities to grow.;None.
877;Consulting;Accenture;4.0;Acccenture breathes technology.;People intimacy is missing.
878;Consulting;Accenture;5.0;Policies are Very good.;All new skill set enhancement is happening on regular basis.
879;Consulting;Accenture;5.0;New learning opportunity everyday;Co-workers can get on your nerves... But company cannot be blamed for this.
880;Consulting;Accenture;4.0;In my project work was good. if you are doing your work and manager need not to chase you for update then you are in good books. just do your work and enjoy.;changing project was a challenge
881;Consulting;Accenture;4.0;Work culture is good but poor in learning and compensation.;Learning and compensation
882;Consulting;Accenture;3.0;Layoff happened,No good hike, always they give the reason of pandemic.no promotions. Very disappointed.;Many people lost their jobs without notice period, layoff happened, no promotion s as well.
883;Consulting;Accenture;3.0;Accenture Solutions Private Limited is very good company and the work pressure is such that total dependence comes to you will be allocated a team and you will be their leader;It's a very good company.
884;Consulting;Accenture;3.0;Lots of learning opportunity. Growth and job security is a concerning area.;Job security
885;Consulting;Accenture;3.0;Lot of learning opportunities;Politics, You can be fired anytime even if you are performing well.
886;Consulting;Accenture;2.0;No growth. Unplanned labour work.;No growth.
887;Consulting;Accenture;5.0;Accenture is secure for job.;work load is very high.
888;Consulting;Accenture;1.0;No Support from higher management ...always pushing hard to complete the deadline...;No respect for senior & skilled resource.I had never came across such a disgusting manager in my entire 20 years IT experience.No work life balance.
889;Consulting;Accenture;5.0;Wonderful company;Some time management failed with development of employee carrier growth
890;Consulting;Accenture;2.0;Nothing....core policies CORBIS Big joke....no respect for individual....stewardship!!!!! Overall these guys care for those who spoils the life of others.....job security!....you are always like a contract employee.....;Nepotism at its extreme, HR are like blind participants and hearing got lost after induction. To increase profit they can cut down the cost of level 6 and above....but if there is no business or profit target will be level 7 and below because their salary is less than those AD MD AND SR MD.
891;Consulting;Accenture;4.0;Everything, nothing bad to say.;Nothing, usual cons of a service based firm. None apart from it
892;Consulting;Accenture;4.0;Good projects Lots of learning;Variable Pay is just On-Paper.
893;Consulting;Accenture;5.0;Learning, Career Opportunity and Job Security is top priority of the company.;Nothing as of now.
894;Consulting;Accenture;5.0;It is a great place to work with the right culture and ambition;It is a very large organization so you have to be always speak in order to be recognized
895;Consulting;Accenture;2.0;Training and development or learning occurs by the organisation to improve our skills;mostly short term projects but when on the bench always a worry to find the new projects.If no projects for a month or two layoff haunts us.No job security in covid.
896;Consulting;Accenture;4.0;It's been really good the support we got from all our supervisor during work from home now we are back to office the facilities has been really good company providing free food so that employees wouldn't have to go out to bring food overall experience has been fantastic proud be working in Accenture.;Cabs picking up almost two hours prior to shift when we are the only pickup and traffic during covid times is also less put yes back in office well ahead of our shift time which gives us a lot of less time to spend at home
897;Consulting;Accenture;4.0;Policies and transport;Management and compensation and growth
898;Consulting;Accenture;3.0;Joined Accenture in Jan 2019. Got less chance for implementation work. In beginning it's obvious to have difficulty in understanding and doing work but they expect to be expert from beginning. There is no job security. Had pressure of work. Even though working late nights doesn't satisfy their need.;No job security and work pressure
899;Consulting;Accenture;5.0;Good work Atmosphere and culture;Salary
900;Consulting;Accenture;4.0;Work life balance,career growth;Internal Politics plays a Major role for promotions
901;Consulting;Accenture;3.0;I am working as contractor. So can't say anything.;I am working at Accenture from last one on contract. And I didn't get any award and bonus from Accenture as compare to on roll employee. So I can say that not good for those who are working on third party. They people doing the same work as compare to regular employee. But difference in the both salary one got 12k and other is get
902;Consulting;Accenture;3.0;The Brand. The Culture and the team;No career growth. Way less pay as compared to market.
903;Consulting;Accenture;1.0;Accenture company is good but the process health care hcsc is wrost .. I have wasted my 3yr of my career .. wrost wrost worst I would like to give 0 rating;Hcsc process is only which I dislike Accenture should have remov the process od hcsc
904;Consulting;Accenture;5.0;I love the Accenture because we can learn multiple skilled work and can coordinate with the team efficiently. There is lot of importance give for women safety. Company policy is accomplished well.;Though our performance is good... Due to covid 19...I was removed...know I am looking for job
905;Consulting;Accenture;4.0;it's an ultimate destination for learning and growing;Nothing particular
